year,round,region_number,region_name,seed1,score1,team1,seed2,score2,team2
1985,1,1,West,1,83,St Johns,16,59,Southern
1985,1,1,West,2,81,VCU,15,65,Marshall
1985,1,1,West,3,65,NC State,14,56,Nevada
1985,1,1,West,4,85,UNLV,13,80,San Diego St
1985,1,1,West,5,58,Washington,12,65,Kentucky
1985,1,1,West,6,75,Tulsa,11,79,UTEP
1985,1,1,West,7,50,Alabama,10,41,Arizona
1985,1,1,West,8,54,Iowa,9,63,Arkansas
1985,1,2,East,1,68,Georgetown,16,43,Lehigh
1985,1,2,East,2,65,Georgia Tech,15,58,Mercer
1985,1,2,East,3,76,Illinois,14,57,Northeastern
1985,1,2,East,4,59,Loyola Illinois,13,58,Iona
1985,1,2,East,5,85,SMU,12,68,Old Dominion
1985,1,2,East,6,67,Georgia,11,59,Wichita St
1985,1,2,East,7,70,Syracuse,10,65,DePaul
1985,1,2,East,8,60,Temple,9,57,Virginia Tech
1985,1,3,Midwest,1,96,Oklahoma,16,83,North Carolina A&T
1985,1,3,Midwest,2,67,Memphis,15,55,Pennsylvania
1985,1,3,Midwest,3,75,Duke,14,62,Pepperdine
1985,1,3,Midwest,4,75,Ohio St,13,64,Iowa St
1985,1,3,Midwest,5,78,Louisiana Tech,12,54,Pittsburgh
1985,1,3,Midwest,6,53,Texas Tech,11,55,Boston College
1985,1,3,Midwest,7,70,UAB,10,68,Michigan St
1985,1,3,Midwest,8,55,USC,9,58,Illinois St
1985,1,4,Southeast,1,59,Michigan,16,55,Fairleigh Dickinson
1985,1,4,Southeast,2,76,North Carolina,15,57,Middle Tennessee St
1985,1,4,Southeast,3,49,Kansas,14,38,Ohio
1985,1,4,Southeast,4,55,LSU,13,78,Navy
1985,1,4,Southeast,5,69,Maryland,12,68,Miami Ohio
1985,1,4,Southeast,6,58,Purdue,11,59,Auburn
1985,1,4,Southeast,7,79,Notre Dame,10,70,Oregon St
1985,1,4,Southeast,8,51,Villanova,9,49,Dayton
1985,2,1,West,1,68,St Johns,9,65,Arkansas
1985,2,1,West,2,59,VCU,7,63,Alabama
1985,2,1,West,3,86,NC State,11,73,UTEP
1985,2,1,West,4,61,UNLV,12,64,Kentucky
1985,2,2,East,1,63,Georgetown,8,46,Temple
1985,2,2,East,2,70,Georgia Tech,7,53,Syracuse
1985,2,2,East,3,74,Illinois,6,58,Georgia
1985,2,2,East,4,70,Loyola Illinois,5,57,SMU
1985,2,3,Midwest,1,75,Oklahoma,9,69,Illinois St
1985,2,3,Midwest,2,67,Memphis,7,66,UAB
1985,2,3,Midwest,3,73,Duke,11,74,Boston College
1985,2,3,Midwest,4,67,Ohio St,5,79,Louisiana Tech
1985,2,4,Southeast,1,55,Michigan,8,59,Villanova
1985,2,4,Southeast,2,60,North Carolina,7,58,Notre Dame
1985,2,4,Southeast,3,64,Kansas,11,66,Auburn
1985,2,4,Southeast,13,59,Navy,5,64,Maryland
1985,3,1,West,1,86,St Johns,12,70,Kentucky
1985,3,1,West,7,55,Alabama,3,61,NC State
1985,3,2,East,1,65,Georgetown,4,53,Loyola Illinois
1985,3,2,East,2,61,Georgia Tech,3,53,Illinois
1985,3,3,Midwest,1,86,Oklahoma,5,84,Louisiana Tech
1985,3,3,Midwest,2,59,Memphis,11,57,Boston College
1985,3,4,Southeast,8,46,Villanova,5,43,Maryland
1985,3,4,Southeast,2,62,North Carolina,11,56,Auburn
1985,4,1,West,1,69,St Johns,3,60,NC State
1985,4,2,East,1,60,Georgetown,2,54,Georgia Tech
1985,4,3,Midwest,1,61,Oklahoma,2,63,Memphis
1985,4,4,Southeast,8,56,Villanova,2,44,North Carolina
1985,5,1,Final Four,1,59,St Johns,1,77,Georgetown
1985,5,2,Final Four,2,45,Memphis,8,52,Villanova
1985,6,1,Championship,1,64,Georgetown,8,66,Villanova
1986,1,1,Southeast,1,75,Kentucky,16,55,Davidson
1986,1,1,Southeast,2,68,Georgia Tech,15,53,Marist
1986,1,1,Southeast,3,95,Memphis,14,63,Ball St
1986,1,1,Southeast,4,75,Illinois,13,51,Fairfield
1986,1,1,Southeast,5,97,Alabama,12,80,Xavier
1986,1,1,Southeast,6,87,Purdue,11,94,LSU
1986,1,1,Southeast,7,62,Virginia Tech,10,71,Villanova
1986,1,1,Southeast,8,67,Western Kentucky,9,59,Nebraska
1986,1,2,West,1,83,St Johns,16,74,Montana St
1986,1,2,West,2,93,Louisville,15,73,Drexel
1986,1,2,West,3,84,North Carolina,14,72,Utah
1986,1,2,West,4,74,UNLV,13,51,Louisiana Monroe
1986,1,2,West,5,69,Maryland,12,64,Pepperdine
1986,1,2,West,6,66,UAB,11,64,Missouri
1986,1,2,West,7,83,Bradley,10,65,UTEP
1986,1,2,West,8,73,Auburn,9,63,Arizona
1986,1,3,East,1,85,Duke,16,78,Mississippi Valley St
1986,1,3,East,2,101,Syracuse,15,52,Brown
1986,1,3,East,3,79,Indiana,14,83,Cleveland St
1986,1,3,East,4,80,Oklahoma,13,74,Northeastern
1986,1,3,East,5,68,Virginia,12,72,DePaul
1986,1,3,East,6,60,St Josephs,11,59,Richmond
1986,1,3,East,7,87,Navy,10,68,Tulsa
1986,1,3,East,8,72,Old Dominion,9,64,West Virginia
1986,1,4,Midwest,1,71,Kansas,16,46,North Carolina A&T
1986,1,4,Midwest,2,70,Michigan,15,64,Akron
1986,1,4,Midwest,3,83,Notre Dame,14,90,Arkansas Little Rock
1986,1,4,Midwest,4,70,Georgetown,13,64,Texas Tech
1986,1,4,Midwest,5,72,Michigan St,12,70,Washington
1986,1,4,Midwest,6,66,NC State,11,64,Iowa
1986,1,4,Midwest,7,81,Iowa St,10,79,Miami Ohio
1986,1,4,Midwest,8,50,Jacksonville,9,61,Temple
1986,2,1,Southeast,1,71,Kentucky,8,64,Western Kentucky
1986,2,1,Southeast,2,66,Georgia Tech,10,61,Villanova
1986,2,1,Southeast,3,81,Memphis,11,83,LSU
1986,2,1,Southeast,4,56,Illinois,5,58,Alabama
1986,2,2,West,1,65,St Johns,8,81,Auburn
1986,2,2,West,2,82,Louisville,7,68,Bradley
1986,2,2,West,3,77,North Carolina,6,59,UAB
1986,2,2,West,4,70,UNLV,5,64,Maryland
1986,2,3,East,1,89,Duke,8,61,Old Dominion
1986,2,3,East,2,85,Syracuse,7,97,Navy
1986,2,3,East,14,75,Cleveland St,6,69,St Josephs
1986,2,3,East,4,69,Oklahoma,12,74,DePaul
1986,2,4,Midwest,1,65,Kansas,9,43,Temple
1986,2,4,Midwest,2,69,Michigan,7,72,Iowa St
1986,2,4,Midwest,14,66,Arkansas Little Rock,6,80,NC State
1986,2,4,Midwest,4,68,Georgetown,5,80,Michigan St
1986,3,1,Southeast,1,68,Kentucky,5,63,Alabama
1986,3,1,Southeast,2,64,Georgia Tech,11,70,LSU
1986,3,2,West,8,70,Auburn,4,63,UNLV
1986,3,2,West,2,94,Louisville,3,79,North Carolina
1986,3,3,East,1,74,Duke,12,67,DePaul
1986,3,3,East,7,71,Navy,14,70,Cleveland St
1986,3,4,Midwest,1,96,Kansas,5,86,Michigan St
1986,3,4,Midwest,7,66,Iowa St,6,70,NC State
1986,4,1,Southeast,1,57,Kentucky,11,59,LSU
1986,4,2,West,8,76,Auburn,2,84,Louisville
1986,4,3,East,1,71,Duke,7,50,Navy
1986,4,4,Midwest,1,75,Kansas,6,67,NC State
1986,5,1,Final Four,11,77,LSU,2,88,Louisville
1986,5,2,Final Four,1,71,Duke,1,67,Kansas
1986,6,1,Championship,2,72,Louisville,1,69,Duke
1987,1,1,West,1,95,UNLV,16,70,Idaho St
1987,1,1,West,2,99,Iowa,15,76,Santa Clara
1987,1,1,West,3,93,Pittsburgh,14,68,Marist
1987,1,1,West,4,92,UCLA,13,73,Central Michigan
1987,1,1,West,5,60,Virginia,12,64,Wyoming
1987,1,1,West,6,74,Oklahoma,11,69,Tulsa
1987,1,1,West,7,98,UTEP,10,91,Arizona
1987,1,1,West,8,79,Georgia,9,82,Kansas St
1987,1,2,Midwest,1,92,Indiana,16,58,Fairfield
1987,1,2,Midwest,2,75,Temple,15,56,Southern
1987,1,2,Midwest,3,76,DePaul,14,62,Louisiana Tech
1987,1,2,Midwest,4,69,Missouri,13,70,Xavier
1987,1,2,Midwest,5,58,Duke,12,51,Texas A&M
1987,1,2,Midwest,6,57,St Johns,11,55,Wichita St
1987,1,2,Midwest,7,79,Georgia Tech,10,85,LSU
1987,1,2,Midwest,8,62,Auburn,9,61,San Diego
1987,1,3,Southeast,1,75,Georgetown,16,53,Bucknell
1987,1,3,Southeast,2,88,Alabama,15,71,North Carolina A&T
1987,1,3,Southeast,3,67,Illinois,14,68,Austin Peay
1987,1,3,Southeast,4,60,Clemson,13,65,Southwest Missouri St
1987,1,3,Southeast,5,66,Kansas,12,55,Houston
1987,1,3,Southeast,6,90,Providence,11,68,UAB
1987,1,3,Southeast,7,83,New Orleans,10,79,BYU
1987,1,3,Southeast,8,77,Kentucky,9,91,Ohio St
1987,1,4,East,1,113,North Carolina,16,82,Pennsylvania
1987,1,4,East,2,79,Syracuse,15,73,Georgia Southern
1987,1,4,East,3,104,Purdue,14,95,Northeastern
1987,1,4,East,4,76,TCU,13,60,Marshall
1987,1,4,East,5,84,Notre Dame,12,71,Middle Tennessee St
1987,1,4,East,6,82,Florida,11,70,NC State
1987,1,4,East,7,62,West Virginia,10,64,Western Kentucky
1987,1,4,East,8,82,Navy,9,97,Michigan
1987,2,1,West,1,80,UNLV,9,61,Kansas St
1987,2,1,West,2,84,Iowa,7,82,UTEP
1987,2,1,West,3,93,Pittsburgh,6,96,Oklahoma
1987,2,1,West,4,68,UCLA,12,78,Wyoming
1987,2,2,Midwest,1,107,Indiana,8,90,Auburn
1987,2,2,Midwest,2,62,Temple,10,72,LSU
1987,2,2,Midwest,3,83,DePaul,6,75,St Johns
1987,2,2,Midwest,13,60,Xavier,5,65,Duke
1987,2,3,Southeast,1,82,Georgetown,9,79,Ohio St
1987,2,3,Southeast,2,101,Alabama,7,76,New Orleans
1987,2,3,Southeast,14,87,Austin Peay,6,90,Providence
1987,2,3,Southeast,13,63,Southwest Missouri St,5,67,Kansas
1987,2,4,East,1,109,North Carolina,9,97,Michigan
1987,2,4,East,2,104,Syracuse,10,86,Western Kentucky
1987,2,4,East,3,66,Purdue,6,85,Florida
1987,2,4,East,4,57,TCU,5,58,Notre Dame
1987,3,1,West,1,92,UNLV,12,78,Wyoming
1987,3,1,West,2,93,Iowa,6,91,Oklahoma
1987,3,2,Midwest,1,88,Indiana,5,82,Duke
1987,3,2,Midwest,10,63,LSU,3,58,DePaul
1987,3,3,Southeast,1,70,Georgetown,5,57,Kansas
1987,3,3,Southeast,2,82,Alabama,6,103,Providence
1987,3,4,East,1,74,North Carolina,5,68,Notre Dame
1987,3,4,East,2,87,Syracuse,6,81,Florida
1987,4,1,West,1,84,UNLV,2,81,Iowa
1987,4,2,Midwest,1,77,Indiana,10,76,LSU
1987,4,3,Southeast,1,73,Georgetown,6,88,Providence
1987,4,4,East,1,75,North Carolina,2,79,Syracuse
1987,5,1,Final Four,1,93,UNLV,1,97,Indiana
1987,5,2,Final Four,6,63,Providence,2,67,Syracuse
1987,6,1,Championship,1,74,Indiana,2,73,Syracuse
1988,1,1,Midwest,1,94,Purdue,16,79,Fairleigh Dickinson
1988,1,1,Midwest,2,108,Pittsburgh,15,90,Eastern Michigan
1988,1,1,Midwest,3,75,NC State,14,78,Murray St
1988,1,1,Midwest,4,66,Kansas St,13,53,La Salle
1988,1,1,Midwest,5,83,DePaul,12,62,Wichita St
1988,1,1,Midwest,6,85,Kansas,11,72,Xavier
1988,1,1,Midwest,7,80,Vanderbilt,10,77,Utah St
1988,1,1,Midwest,8,60,Baylor,9,75,Memphis
1988,1,2,East,1,87,Temple,16,73,Lehigh
1988,1,2,East,2,85,Duke,15,69,Boston University
1988,1,2,East,3,69,Syracuse,14,55,North Carolina A&T
1988,1,2,East,4,69,Indiana,13,72,Richmond
1988,1,2,East,5,90,Georgia Tech,12,78,Iowa St
1988,1,2,East,6,80,Missouri,11,87,Rhode Island
1988,1,2,East,7,83,SMU,10,75,Notre Dame
1988,1,2,East,8,66,Georgetown,9,63,LSU
1988,1,3,West,1,90,Arizona,16,50,Cornell
1988,1,3,West,2,83,North Carolina,15,65,North Texas St
1988,1,3,West,3,63,Michigan,14,58,Boise St
1988,1,3,West,4,54,UNLV,13,50,Southwest Missouri St
1988,1,3,West,5,102,Iowa,12,98,Florida St
1988,1,3,West,6,62,Florida,11,59,St Johns
1988,1,3,West,7,115,Wyoming,10,119,Loyola Marymount
1988,1,3,West,8,80,Seton Hall,9,64,UTEP
1988,1,4,Southeast,1,94,Oklahoma,16,66,Chattanooga
1988,1,4,Southeast,2,99,Kentucky,15,84,Southern
1988,1,4,Southeast,3,81,Illinois,14,72,Texas San Antonio
1988,1,4,Southeast,4,98,BYU,13,92,Charlotte
1988,1,4,Southeast,5,70,Louisville,12,61,Oregon St
1988,1,4,Southeast,6,82,Villanova,11,74,Arkansas
1988,1,4,Southeast,7,92,Maryland,10,82,Santa Barbara
1988,1,4,Southeast,8,90,Auburn,9,86,Bradley
1988,2,1,Midwest,1,100,Purdue,9,73,Memphis
1988,2,1,Midwest,2,74,Pittsburgh,7,80,Vanderbilt
1988,2,1,Midwest,14,58,Murray St,6,61,Kansas
1988,2,1,Midwest,4,66,Kansas St,5,58,DePaul
1988,2,2,East,1,74,Temple,8,53,Georgetown
1988,2,2,East,2,94,Duke,7,79,SMU
1988,2,2,East,3,94,Syracuse,11,97,Rhode Island
1988,2,2,East,13,59,Richmond,5,55,Georgia Tech
1988,2,3,West,1,84,Arizona,8,55,Seton Hall
1988,2,3,West,2,123,North Carolina,10,97,Loyola Marymount
1988,2,3,West,3,108,Michigan,6,85,Florida
1988,2,3,West,4,85,UNLV,5,104,Iowa
1988,2,4,Southeast,1,107,Oklahoma,8,87,Auburn
1988,2,4,Southeast,2,90,Kentucky,7,81,Maryland
1988,2,4,Southeast,3,63,Illinois,6,66,Villanova
1988,2,4,Southeast,4,76,BYU,5,97,Louisville
1988,3,1,Midwest,1,70,Purdue,4,73,Kansas St
1988,3,1,Midwest,7,64,Vanderbilt,6,77,Kansas
1988,3,2,East,1,69,Temple,13,47,Richmond
1988,3,2,East,2,73,Duke,11,72,Rhode Island
1988,3,3,West,1,99,Arizona,5,79,Iowa
1988,3,3,West,2,78,North Carolina,3,69,Michigan
1988,3,4,Southeast,1,108,Oklahoma,5,98,Louisville
1988,3,4,Southeast,2,74,Kentucky,6,80,Villanova
1988,4,1,Midwest,4,58,Kansas St,6,71,Kansas
1988,4,2,East,1,53,Temple,2,63,Duke
1988,4,3,West,1,70,Arizona,2,52,North Carolina
1988,4,4,Southeast,1,78,Oklahoma,6,59,Villanova
1988,5,1,Final Four,6,66,Kansas,2,59,Duke
1988,5,2,Final Four,1,78,Arizona,1,86,Oklahoma
1988,6,1,Championship,6,83,Kansas,1,79,Oklahoma
1989,1,1,Midwest,1,77,Illinois,16,71,McNeese St
1989,1,1,Midwest,2,104,Syracuse,15,81,Bucknell
1989,1,1,Midwest,3,85,Missouri,14,69,Creighton
1989,1,1,Midwest,4,76,Louisville,13,71,Arkansas Little Rock
1989,1,1,Midwest,5,120,Arkansas,12,101,Loyola Marymount
1989,1,1,Midwest,6,70,Georgia Tech,11,76,Texas
1989,1,1,Midwest,7,46,Florida,10,68,Colorado St
1989,1,1,Midwest,8,64,Pittsburgh,9,68,Ball St
1989,1,2,Southeast,1,72,Oklahoma,16,71,East Tennessee St
1989,1,2,Southeast,2,93,North Carolina,15,79,Southern
1989,1,2,Southeast,3,93,Michigan,14,87,Xavier
1989,1,2,Southeast,4,83,Florida St,13,97,Middle Tennessee St
1989,1,2,Southeast,5,100,Virginia,12,97,Providence
1989,1,2,Southeast,6,84,Alabama,11,86,South Alabama
1989,1,2,Southeast,7,84,UCLA,10,74,Iowa St
1989,1,2,Southeast,8,74,La Salle,9,83,Louisiana Tech
1989,1,3,East,1,50,Georgetown,16,49,Princeton
1989,1,3,East,2,90,Duke,15,69,South Carolina St
1989,1,3,East,3,78,Stanford,14,80,Siena
1989,1,3,East,4,87,Iowa,13,73,Rutgers
1989,1,3,East,5,81,NC State,12,66,South Carolina
1989,1,3,East,6,75,Kansas St,11,86,Minnesota
1989,1,3,East,7,84,West Virginia,10,68,Tennessee
1989,1,3,East,8,65,Vanderbilt,9,81,Notre Dame
1989,1,4,West,1,94,Arizona,16,60,Robert Morris
1989,1,4,West,2,99,Indiana,15,85,George Mason
1989,1,4,West,3,60,Seton Hall,14,51,Southwest Missouri St
1989,1,4,West,4,68,UNLV,13,56,Idaho
1989,1,4,West,5,63,Memphis,12,66,DePaul
1989,1,4,West,6,90,Oregon St,11,94,Evansville
1989,1,4,West,7,85,UTEP,10,74,LSU
1989,1,4,West,8,70,St Marys,9,80,Clemson
1989,2,1,Midwest,1,72,Illinois,9,60,Ball St
1989,2,1,Midwest,2,65,Syracuse,10,50,Colorado St
1989,2,1,Midwest,3,108,Missouri,11,89,Texas
1989,2,1,Midwest,4,93,Louisville,5,84,Arkansas
1989,2,2,Southeast,1,124,Oklahoma,9,81,Louisiana Tech
1989,2,2,Southeast,2,88,North Carolina,7,81,UCLA
1989,2,2,Southeast,3,91,Michigan,11,82,South Alabama
1989,2,2,Southeast,13,88,Middle Tennessee St,5,104,Virginia
1989,2,3,East,1,81,Georgetown,9,74,Notre Dame
1989,2,3,East,2,70,Duke,7,63,West Virginia
1989,2,3,East,14,67,Siena,11,80,Minnesota
1989,2,3,East,4,96,Iowa,5,102,NC State
1989,2,4,West,1,94,Arizona,9,68,Clemson
1989,2,4,West,2,92,Indiana,7,69,UTEP
1989,2,4,West,3,87,Seton Hall,11,73,Evansville
1989,2,4,West,4,85,UNLV,12,70,DePaul
1989,3,1,Midwest,1,83,Illinois,4,69,Louisville
1989,3,1,Midwest,2,83,Syracuse,3,80,Missouri
1989,3,2,Southeast,1,80,Oklahoma,5,86,Virginia
1989,3,2,Southeast,2,87,North Carolina,3,92,Michigan
1989,3,3,East,1,69,Georgetown,5,61,NC State
1989,3,3,East,2,87,Duke,11,70,Minnesota
1989,3,4,West,1,67,Arizona,4,68,UNLV
1989,3,4,West,2,65,Indiana,3,78,Seton Hall
1989,4,1,Midwest,1,89,Illinois,2,86,Syracuse
1989,4,2,Southeast,5,65,Virginia,3,102,Michigan
1989,4,3,East,1,77,Georgetown,2,85,Duke
1989,4,4,West,4,61,UNLV,3,84,Seton Hall
1989,5,1,Final Four,1,81,Illinois,3,83,Michigan
1989,5,2,Final Four,2,78,Duke,3,95,Seton Hall
1989,6,1,Championship,3,80,Michigan,3,79,Seton Hall
1990,1,1,Southeast,1,75,Michigan St,16,71,Murray St
1990,1,1,Southeast,2,70,Syracuse,15,48,Coppin St
1990,1,1,Southeast,3,71,Missouri,14,74,Northern Iowa
1990,1,1,Southeast,4,99,Georgia Tech,13,83,East Tennessee St
1990,1,1,Southeast,5,70,LSU,12,63,Villanova
1990,1,1,Southeast,6,64,Minnesota,11,61,UTEP
1990,1,1,Southeast,7,75,Virginia,10,67,Notre Dame
1990,1,1,Southeast,8,66,Houston,9,70,Santa Barbara
1990,1,2,West,1,102,UNLV,16,72,Arkansas Little Rock
1990,1,2,West,2,79,Arizona,15,67,South Florida
1990,1,2,West,3,76,Michigan,14,70,Illinois St
1990,1,2,West,4,78,Louisville,13,59,Idaho
1990,1,2,West,5,53,Oregon St,12,54,Ball St
1990,1,2,West,6,92,New Mexico St,11,111,Loyola Marymount
1990,1,2,West,7,71,Alabama,10,54,Colorado St
1990,1,2,West,8,84,Ohio St,9,83,Providence
1990,1,3,East,1,76,Connecticut,16,52,Boston University
1990,1,3,East,2,79,Kansas,15,71,Robert Morris
1990,1,3,East,3,81,Duke,14,46,Richmond
1990,1,3,East,4,79,La Salle,13,63,Southern Mississippi
1990,1,3,East,5,49,Clemson,12,47,BYU
1990,1,3,East,6,81,St Johns,11,65,Temple
1990,1,3,East,7,68,UCLA,10,56,UAB
1990,1,3,East,8,63,Indiana,9,65,California
1990,1,4,Midwest,1,77,Oklahoma,16,68,Towson
1990,1,4,Midwest,2,75,Purdue,15,63,Louisiana Monroe
1990,1,4,Midwest,3,70,Georgetown,14,52,Texas Southern
1990,1,4,Midwest,4,68,Arkansas,13,64,Princeton
1990,1,4,Midwest,5,86,Illinois,12,88,Dayton
1990,1,4,Midwest,6,87,Xavier,11,79,Kansas St
1990,1,4,Midwest,7,88,Georgia,10,100,Texas
1990,1,4,Midwest,8,83,North Carolina,9,70,Southwest Missouri St
1990,2,1,Southeast,1,62,Michigan St,9,58,Santa Barbara
1990,2,1,Southeast,2,63,Syracuse,7,61,Virginia
1990,2,1,Southeast,14,78,Northern Iowa,6,81,Minnesota
1990,2,1,Southeast,4,94,Georgia Tech,5,91,LSU
1990,2,2,West,1,76,UNLV,8,65,Ohio St
1990,2,2,West,2,55,Arizona,7,77,Alabama
1990,2,2,West,3,115,Michigan,11,149,Loyola Marymount
1990,2,2,West,4,60,Louisville,12,62,Ball St
1990,2,3,East,1,74,Connecticut,9,54,California
1990,2,3,East,2,70,Kansas,7,71,UCLA
1990,2,3,East,3,76,Duke,6,72,St Johns
1990,2,3,East,4,75,La Salle,5,79,Clemson
1990,2,4,Midwest,1,77,Oklahoma,8,79,North Carolina
1990,2,4,Midwest,2,72,Purdue,10,73,Texas
1990,2,4,Midwest,3,71,Georgetown,6,74,Xavier
1990,2,4,Midwest,4,86,Arkansas,12,84,Dayton
1990,3,1,Southeast,1,80,Michigan St,4,81,Georgia Tech
1990,3,1,Southeast,2,75,Syracuse,6,82,Minnesota
1990,3,2,West,1,69,UNLV,12,67,Ball St
1990,3,2,West,7,60,Alabama,11,62,Loyola Marymount
1990,3,3,East,1,71,Connecticut,5,70,Clemson
1990,3,3,East,7,81,UCLA,3,90,Duke
1990,3,4,Midwest,8,73,North Carolina,4,96,Arkansas
1990,3,4,Midwest,10,102,Texas,6,89,Xavier
1990,4,1,Southeast,4,93,Georgia Tech,6,91,Minnesota
1990,4,2,West,1,131,UNLV,11,101,Loyola Marymount
1990,4,3,East,1,78,Connecticut,3,79,Duke
1990,4,4,Midwest,4,88,Arkansas,10,85,Texas
1990,5,1,Final Four,4,81,Georgia Tech,1,90,UNLV
1990,5,2,Final Four,3,97,Duke,4,83,Arkansas
1990,6,1,Championship,1,103,UNLV,3,73,Duke
1991,1,1,West,1,99,UNLV,16,65,Montana
1991,1,1,West,2,93,Arizona,15,80,St Francis
1991,1,1,West,3,71,Seton Hall,14,51,Pepperdine
1991,1,1,West,4,82,Utah,13,72,South Alabama
1991,1,1,West,5,60,Michigan St,12,58,Wisconsin Green Bay
1991,1,1,West,6,56,New Mexico St,11,64,Creighton
1991,1,1,West,7,48,Virginia,10,61,BYU
1991,1,1,West,8,70,Georgetown,9,60,Vanderbilt
1991,1,2,Midwest,1,97,Ohio St,16,86,Towson
1991,1,2,Midwest,2,102,Duke,15,73,Louisiana Monroe
1991,1,2,Midwest,3,84,Nebraska,14,89,Xavier
1991,1,2,Midwest,4,75,St Johns,13,68,Northern Illinois
1991,1,2,Midwest,5,73,Texas,12,65,St Peters
1991,1,2,Midwest,6,62,LSU,11,79,Connecticut
1991,1,2,Midwest,7,76,Iowa,10,73,East Tennessee St
1991,1,2,Midwest,8,87,Georgia Tech,9,70,DePaul
1991,1,3,East,1,101,North Carolina,16,66,Northeastern
1991,1,3,East,2,69,Syracuse,15,73,Richmond
1991,1,3,East,3,67,Oklahoma St,14,54,New Mexico
1991,1,3,East,4,69,UCLA,13,74,Penn St
1991,1,3,East,5,56,Mississippi St,12,76,Eastern Michigan
1991,1,3,East,6,114,NC State,11,85,Southern Mississippi
1991,1,3,East,7,63,Purdue,10,80,Temple
1991,1,3,East,8,48,Princeton,9,50,Villanova
1991,1,4,Southeast,1,117,Arkansas,16,76,Georgia St
1991,1,4,Southeast,2,79,Indiana,15,69,Coastal Carolina
1991,1,4,Southeast,3,55,Kansas,14,49,New Orleans
1991,1,4,Southeast,4,89,Alabama,13,79,Murray St
1991,1,4,Southeast,5,71,Wake Forest,12,65,Louisiana Tech
1991,1,4,Southeast,6,76,Pittsburgh,11,68,Georgia
1991,1,4,Southeast,7,75,Florida St,10,72,USC
1991,1,4,Southeast,8,79,Arizona St,9,76,Rutgers
1991,2,1,West,1,62,UNLV,8,54,Georgetown
1991,2,1,West,2,76,Arizona,10,61,BYU
1991,2,1,West,3,81,Seton Hall,11,69,Creighton
1991,2,1,West,4,85,Utah,5,84,Michigan St
1991,2,2,Midwest,1,65,Ohio St,8,61,Georgia Tech
1991,2,2,Midwest,2,85,Duke,7,70,Iowa
1991,2,2,Midwest,14,50,Xavier,11,66,Connecticut
1991,2,2,Midwest,4,84,St Johns,5,76,Texas
1991,2,3,East,1,84,North Carolina,9,69,Villanova
1991,2,3,East,15,64,Richmond,10,77,Temple
1991,2,3,East,3,73,Oklahoma St,6,64,NC State
1991,2,3,East,13,68,Penn St,12,71,Eastern Michigan
1991,2,4,Southeast,1,97,Arkansas,8,90,Arizona St
1991,2,4,Southeast,2,82,Indiana,7,60,Florida St
1991,2,4,Southeast,3,77,Kansas,6,66,Pittsburgh
1991,2,4,Southeast,4,96,Alabama,5,88,Wake Forest
1991,3,1,West,1,83,UNLV,4,66,Utah
1991,3,1,West,2,77,Arizona,3,81,Seton Hall
1991,3,2,Midwest,1,74,Ohio St,4,91,St Johns
1991,3,2,Midwest,2,81,Duke,11,67,Connecticut
1991,3,3,East,1,93,North Carolina,12,67,Eastern Michigan
1991,3,3,East,10,72,Temple,3,63,Oklahoma St
1991,3,4,Southeast,1,93,Arkansas,4,70,Alabama
1991,3,4,Southeast,2,65,Indiana,3,83,Kansas
1991,4,1,West,1,77,UNLV,3,65,Seton Hall
1991,4,2,Midwest,4,61,St Johns,2,78,Duke
1991,4,3,East,1,75,North Carolina,10,72,Temple
1991,4,4,Southeast,1,81,Arkansas,3,93,Kansas
1991,5,1,Final Four,1,77,UNLV,2,79,Duke
1991,5,2,Final Four,1,73,North Carolina,3,79,Kansas
1991,6,1,Championship,2,72,Duke,3,65,Kansas
1992,1,1,Midwest,1,100,Kansas,16,67,Howard
1992,1,1,Midwest,2,84,USC,15,54,Louisiana Monroe
1992,1,1,Midwest,3,80,Arkansas,14,69,Murray St
1992,1,1,Midwest,4,85,Cincinnati,13,47,Delaware
1992,1,1,Midwest,5,61,Michigan St,12,54,Southwest Missouri St
1992,1,1,Midwest,6,80,Memphis,11,70,Pepperdine
1992,1,1,Midwest,7,65,Georgia Tech,10,60,Houston
1992,1,1,Midwest,8,50,Evansville,9,55,UTEP
1992,1,2,Southeast,1,83,Ohio St,16,56,Mississippi Valley St
1992,1,2,Southeast,2,100,Oklahoma St,15,73,Georgia Southern
1992,1,2,Southeast,3,80,Arizona,14,87,East Tennessee St
1992,1,2,Southeast,4,68,North Carolina,13,63,Miami Ohio
1992,1,2,Southeast,5,80,Alabama,12,75,Stanford
1992,1,2,Southeast,6,73,Michigan,11,66,Temple
1992,1,2,Southeast,7,57,St Johns,10,61,Tulane
1992,1,2,Southeast,8,65,Nebraska,9,86,Connecticut
1992,1,3,East,1,82,Duke,16,56,Campbell
1992,1,3,East,2,88,Kentucky,15,69,Old Dominion
1992,1,3,East,3,85,Massachusetts,14,58,Fordham
1992,1,3,East,4,78,Seton Hall,13,76,La Salle
1992,1,3,East,5,89,Missouri,12,78,West Virginia
1992,1,3,East,6,51,Syracuse,11,43,Princeton
1992,1,3,East,7,74,Charlotte,10,76,Iowa St
1992,1,3,East,8,92,Texas,9,98,Iowa
1992,1,4,West,1,73,UCLA,16,53,Robert Morris
1992,1,4,West,2,94,Indiana,15,55,Eastern Illinois
